BHK,Rent,Size,Floor,Area Type,Furnishing Status,Bathroom,Tenant Preferred_Bachelors,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Point of Contact_Contact Agent,Point of Contact_Contact Builder,Point of Contact_Contact Owner,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai
1,12000,600,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
1,4500,200,4,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
1,5000,300,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
1,6000,400,1,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0
1,11000,450,3,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0
2,20000,1180,1,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0
3,35000,1460,6,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0
3,24000,1464,2,0,1,3,0,1,0,0,0,1,1,0,0,0,0,0
2,10000,700,-2,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0
2,16000,680,1,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0
3,100000,2750,5,0,1,4,1,0,0,1,0,0,1,0,0,0,0,0
2,14000,800,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0
2,7500,600,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
3,16000,1200,1,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0
4,65000,3200,18,0,1,3,0,1,0,1,0,0,1,0,0,0,0,0
2,18000,1800,1,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0
1,8000,500,2,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0
2,11000,1200,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0
1,8000,750,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
1,13000,700,1,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0
2,30000,1000,12,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0
2,14000,800,1,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
1,20000,200,0,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0
3,80000,1800,1,0,1,3,0,1,0,0,0,1,0,0,1,0,0,0
1,9500,400,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
3,14000,600,2,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0
3,65000,1550,1,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0
2,18500,650,2,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0
2,40000,850,2,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0
4,90000,2000,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0
1,3500,180,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,25000,140,0,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0
1,9000,450,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
3,90000,2500,1,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0
1,22000,720,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,12000,400,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2,11000,450,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1,20000,250,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
4,260000,3000,4,1,1,5,0,1,0,1,0,0,0,0,1,0,0,0
2,11000,550,3,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0
2,10000,450,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,60000,2500,2,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0
4,350000,800,1,1,0,4,0,1,0,1,0,0,0,0,1,0,0,0
2,16000,100,3,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0
1,16000,400,2,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0
2,12000,750,1,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0
1,8000,400,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
3,14000,1100,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0
1,14900,450,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0
2,15000,850,3,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0
3,10000,600,3,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
2,40000,750,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0
1,9000,500,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1,7000,350,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
2,13500,623,2,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0
3,95000,2400,3,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0
1,20000,75,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2,7500,450,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
2,9000,445,4,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0
3,80000,300,1,0,2,3,1,0,0,1,0,0,0,0,1,0,0,0
3,50000,1670,3,1,1,3,0,1,0,0,0,1,0,0,1,0,0,0
1,13000,550,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1,12000,350,4,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
2,16000,650,2,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0
2,13000,70,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
2,29000,100,1,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0
3,18000,800,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,8500,60,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,27000,2000,1,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,18000,600,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0
1,11500,450,3,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
2,80000,2200,1,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0
2,15500,600,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0
4,55000,2000,2,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0
2,20000,800,3,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
3,35000,170,4,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0
2,38000,150,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0
2,16000,650,3,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0
3,50000,1250,2,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0
1,9500,600,2,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
4,90000,2100,3,0,1,4,0,1,0,1,0,0,0,0,1,0,0,0
1,10000,450,3,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2,25000,100,2,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0
1,30000,650,3,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0
2,12000,48,1,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
2,16500,550,4,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0
1,4500,240,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,30000,700,3,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0
1,12000,48,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
2,23000,100,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
3,70000,1901,9,1,1,3,0,1,0,0,0,1,0,0,1,0,0,0
1,5500,50,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,35000,1300,3,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0
2,9000,145,1,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
2,22000,800,2,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0
3,35000,1100,1,1,1,4,0,1,0,0,0,1,0,0,1,0,0,0
1,12000,450,2,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
2,6000,300,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,22000,1040,1,0,1,3,1,0,0,0,0,1,0,0,1,0,0,0
1,5000,25,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,20500,900,0,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,7500,1100,3,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,5500,380,1,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
3,25000,450,2,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0
1,13000,550,3,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1,5000,180,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
3,40000,1650,1,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0
1,12500,250,1,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0
1,6000,400,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,15500,900,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0
3,75000,1900,2,1,2,3,0,1,0,0,0,1,0,0,1,0,0,0
3,36000,892,2,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0
1,13000,400,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
3,45000,100,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0
2,2000,60,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,28000,80,1,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,9000,450,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
1,12000,520,3,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
1,13000,350,1,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0
2,11000,600,2,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0
3,35000,950,1,0,2,2,1,0,0,1,0,0,0,0,1,0,0,0
2,10000,450,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
1,20000,450,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
2,25000,850,2,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0
1,8000,200,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
4,150000,3000,1,0,1,4,0,1,0,1,0,0,0,0,1,0,0,0
3,36000,1500,2,0,1,3,0,1,0,0,0,1,0,0,1,0,0,0
2,12000,700,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
1,8500,530,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,17000,800,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0
1,7500,45,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
1,16000,900,3,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0
1,9000,450,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,8000,650,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,45000,900,2,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0
2,27000,900,4,0,2,2,0,1,0,0,0,1,0,0,1,0,0,0
2,14000,120,1,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,14000,600,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0
2,14000,615,2,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0
1,7500,225,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
1,10000,800,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1,7000,400,4,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
1,25000,800,4,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0
2,9000,60,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
3,22000,1000,1,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
3,10000,75,4,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,11000,800,1,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
1,12500,200,3,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0
3,15000,800,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0
2,35000,80,1,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
2,35000,900,2,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0
2,52000,1125,2,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0
3,15000,900,3,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
2,32000,1100,3,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0
1,11500,400,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
3,45000,713,1,0,2,3,0,1,0,0,0,1,0,0,1,0,0,0
2,16000,700,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2,20000,1000,2,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0
1,7000,54,3,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
3,85000,200,3,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0
1,15000,200,4,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0
2,22000,800,3,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0
2,32000,1000,1,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
2,20000,500,4,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0
1,35000,300,3,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
2,35000,900,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0
3,65000,240,1,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0
2,15000,650,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0
3,12000,950,3,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0
1,8000,500,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
1,11000,500,2,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
2,12000,450,4,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
4,140000,2800,0,0,1,4,0,1,0,1,0,0,0,0,1,0,0,0
2,24000,150,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
1,20000,400,3,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0
3,16000,100,3,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0
1,15000,400,3,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
2,28500,900,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0
3,30000,1350,1,1,1,3,0,0,1,0,0,1,0,0,1,0,0,0
1,16000,500,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
3,80000,1700,1,0,2,3,1,0,0,1,0,0,0,0,1,0,0,0
1,11000,400,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2,21000,110,2,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
3,10500,1200,1,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,15000,50,2,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0
3,16000,100,2,1,1,2,0,1,0,1,0,0,0,0,1,0,0,0
2,45000,1000,2,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0
1,6000,63,4,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0
3,40000,1800,0,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,36000,1440,2,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0
2,12000,55,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
3,45000,1500,1,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0
2,20000,400,3,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,10000,100,1,0,2,2,0,1,0,0,0,1,0,0,1,0,0,0
2,5000,500,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,8000,100,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
2,13000,455,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,15000,80,3,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
2,7500,450,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,6000,400,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
4,100000,300,1,1,0,4,0,1,0,0,0,1,0,0,1,0,0,0
2,12000,700,2,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,10000,600,4,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,10000,800,2,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,12000,950,2,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
2,15000,450,4,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
1,10000,450,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,12000,68,3,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,14500,850,2,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0
2,18500,1000,3,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
1,24000,600,4,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0
2,11000,65,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,52000,1700,1,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0
3,70000,1800,0,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0
2,12000,1000,3,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
2,22000,900,2,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0
4,200000,2300,1,1,1,4,0,1,0,0,0,1,0,0,1,0,0,0
2,20000,75,1,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
3,45000,200,1,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0
1,8000,200,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1,8000,200,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2,9500,450,3,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
2,25000,750,1,0,2,2,1,0,0,1,0,0,0,0,1,0,0,0
2,12000,400,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2,24000,84,1,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0
2,27000,90,2,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
2,18000,90,2,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,17000,500,1,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,15000,75,4,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
1,13000,512,1,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0
3,70000,1500,1,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0
1,14000,446,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,32000,1100,4,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
1,4000,125,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,100000,1800,3,1,2,3,0,1,0,0,0,1,0,0,1,0,0,0
3,20000,1300,1,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0
3,30000,2000,7,1,1,2,0,0,1,0,0,1,0,0,1,0,0,0
2,150000,1200,2,0,2,2,1,0,0,0,0,1,0,0,1,0,0,0
3,19500,125,1,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0
2,18000,730,2,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0
2,25000,160,3,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,18000,1000,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
1,10000,450,1,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0
2,12000,75,2,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0
3,25000,2000,1,1,1,3,1,0,0,1,0,0,0,0,1,0,0,0
4,40000,2400,4,1,0,3,1,0,0,1,0,0,0,0,1,0,0,0
2,30000,1800,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0
3,29000,1800,0,1,0,3,0,0,1,1,0,0,0,0,1,0,0,0
3,35000,2200,2,1,0,3,0,1,0,1,0,0,0,0,1,0,0,0
3,21000,2200,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0
3,31000,900,3,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0
2,8000,75,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,15500,75,2,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
3,32000,1800,3,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0
3,30000,160,2,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0
4,42000,2700,2,0,1,4,1,0,0,1,0,0,0,0,1,0,0,0
3,20500,1050,3,0,2,2,0,1,0,1,0,0,0,0,1,0,0,0
3,60000,1800,2,1,2,3,0,1,0,0,0,1,0,0,1,0,0,0
2,95000,2700,1,1,2,2,0,1,0,1,0,0,0,0,1,0,0,0
1,16000,499,2,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
1,8500,450,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1,14000,60,3,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,140000,2200,0,1,0,3,0,1,0,1,0,0,0,0,1,0,0,0
2,8000,130,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,12500,650,3,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
2,14000,100,3,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,6000,45,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,10000,600,2,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
3,15000,800,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,8000,1500,1,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0
1,10000,30,1,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0
1,8500,55,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,25000,900,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,13000,1000,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,6000,360,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
1,7000,450,1,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0
2,22000,900,4,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,40000,1100,2,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0
2,22000,700,0,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0
1,4500,400,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,15000,950,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
3,130000,3000,1,1,1,4,0,1,0,1,0,0,0,0,1,0,0,0
2,23000,950,3,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0
3,45000,1100,1,1,1,3,0,1,0,1,0,0,0,0,1,0,0,0
1,15000,497,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
3,13000,100,3,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,10000,70,1,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,10000,55,2,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
1,6500,300,4,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,7000,400,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2,7000,500,2,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
4,17401,650,4,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0
1,5500,630,0,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0
1,20000,450,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2,7000,500,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
5,190000,200,2,0,0,5,1,0,0,1,0,0,0,0,1,0,0,0
2,13000,95,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
4,60000,272,0,0,2,3,1,0,0,1,0,0,0,0,1,0,0,0
2,17000,800,2,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0
2,16000,50,2,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
1,9500,400,2,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0
1,5000,450,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,27000,1800,2,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0
3,29000,1800,2,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0
3,29000,2000,1,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0
4,37000,2700,2,0,1,4,0,1,0,1,0,0,0,0,1,0,0,0
4,36000,2700,2,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0
3,35000,1800,4,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0
4,42000,2700,2,0,1,4,1,0,0,1,0,0,0,0,1,0,0,0
3,37000,1800,1,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0
3,30000,1800,2,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0
3,20000,1200,2,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
1,8500,600,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
1,11000,350,2,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0
2,14000,100,2,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
3,55000,1800,1,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0
2,25000,900,3,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0
3,20500,1150,3,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0
4,28000,1400,2,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0
1,5000,500,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
4,35000,300,2,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0
3,30000,1800,2,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0
1,10000,500,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1,11000,500,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,17000,80,1,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
2,35000,1000,2,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0
3,30000,1600,6,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
4,30000,1800,6,1,1,4,0,1,0,0,0,1,0,0,1,0,0,0
2,13000,400,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0
2,13000,900,0,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0
1,11000,480,4,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1,13000,180,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2,33000,1000,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0
3,25000,1120,2,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
3,70000,1800,2,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0
3,30000,1200,1,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0
1,9000,550,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
2,14500,1400,3,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
3,50000,1600,2,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0
1,20000,650,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
4,15000,120,0,1,2,4,0,1,0,0,0,1,0,0,1,0,0,0
2,7500,450,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,13500,520,0,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0
1,14000,850,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
2,18000,850,1,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0
2,14000,585,2,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
3,65000,1600,0,0,2,2,0,1,0,1,0,0,0,0,1,0,0,0
2,22000,950,2,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
1,4000,120,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,10000,500,3,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
1,7500,200,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1,17000,550,2,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
